id,cim,reszletes_cim,teljes_ar,reszletes_ar,terulet,nm_ar,szobak,epitesi_ev,szint,allapot,ingatlan_allapota,futes,erkely,parkolas,energetikai,tajolas,kert,hirdeto_tipus,leiras,ingatlanos,telefon,link
34836919,"Budapest X. kerület, Mélytó utca 8.",,55 M Ft,,49 m2,1 089 108 Ft / m2,2.0,1981 és 2000 között,10,,felújított,távfűtés,3 m2,"utca, közterület",D,délkelet,nem,bizonytalan,Csak cserélek! Elcserélem X. kerületi 2 szobás panel lakásomat amit most újítottunk fel. Napos csendes zöld környezetben van a Mélytó mellett. Kérek Újpalotán szintén panel lakást ami magas emeleti 1 vagy 2 ill. 1+2 félszobás. LEHET ÖNKORMÁNYZATI! Ráfizetést kérek! Ingatlanost nem kérek!,,,https://ingatlan.com/34836919
34836792,"Budapest X. kerület, Szőlővirág utca",,54 M Ft,,49 m2,1 069 306 Ft / m2,2.0,1950 és 1980 között,8,,jó állapotú,"távfűtés, hűtő-fűtő klíma",3 m2,"utca, közterület - ingyenes",,délnyugat,nem,maganszemely,"Eladásra kínálom szeretett lakásunkat az Újhegyi lakótelepen! A ház, amelyben a lakás található egy az 1970-es években épült, panelprogramban részt vett 10 emeletes társasház. A társasház anyagi helyzetet rendezett, a közösképviselet elérhető, segítőkész, minden fontos információról időben tájékoztatják a tulajdonosokat. Műszaki probléma esetén a ház diszpécser szolgálata éjjel nappal elérhető, törekednek a hibák gyors kijavítására. A lakóközösség és a szomszédság barátságos, a lépcsőház kamerával felszerelt, kulturált és tiszta. Az épületben található lift rendszeresen karbantartott, üzembiztos. A közösköltség 13000 Ft/hó + 3000 Ft/hó felújítás A lakás a 8. emeleten található, jó, beköltözhető állapotú, a rezsi alacsony és mivel minden oldalról vannak szomszédos lakások így a leghidegebb télben is jó meleg . Az ablakos, bútorozott és gépesített (gáztűzhely, páraelszívó, mosogatógép) konyhából reggel megcsodálható a napfelkelte. A folyosó frissen festett, laminált padlóval burkolt, az ...",,,https://ingatlan.com/34836792
34813905,"Budapest X. kerület, Szőlővirág utca",,"59,50 M Ft",,68 m2,850 000 Ft / m2,,1981 és 2000 között,földszint,,jó állapotú,távfűtés,4 m2,"utca, közterület - ingyenes",C,,nem,ingatlaniroda,"X. kerület Szőlővirág utcában szigetelt, 10 emeletes panel társasházban eladó magasföldszinti, új nyílászárókkal felszerelt 2+1 szobás, erkélyes lakás. Az ingatlan jó állapotú, konyhája ablakos, fürdőszoba és wc külön helyiségben található. Az előszobában illetve a szobákban beépített szekrények találhatók. Az ingatlan tehermentes, világos, jó elosztású. Érdemes megnézni. Parkos, zöld övezetben található, közelben Spar, Lidl, Penny Market illetve több iskola illetve az Újhegy Park. Az ingatlan irányára: 59,5 millió forint",,,https://ingatlan.com/34813905
34794998,"Budapest X. kerület, Bányató utca",,"58,50 M Ft",,49 m2,1 158 415 Ft / m2,2.0,,3,,felújított,távfűtés,3 m2,"utca, közterület - ingyenes",,,nem,maganszemely,"Felújított, 2 szobás lakás eladó a X. kerületben, a Mélytó mellett – kiváló közlekedéssel és infrastruktúrával! Eladó Budapest 10. kerületének egyik legkedveltebb, zöldövezeti részén, a Mélytó közvetlen közelében ez az igényesen felújított, 3. emeleti, erkélyes lakás. Főbb jellemzők: A lakás két külön nyíló, klimatizált szobával rendelkezik. Egy közös használatú, valamint egy saját, beépített erkély tartozik hozzá, utóbbi jelenleg tárolóként funkcionál, ami rendkívül praktikus. A konyhában egyedileg gyártott konyhabútor található, amely nemcsak esztétikus, de funkcionális is. A nyílászárók és radiátorok cserélve lettek, így a lakás energiahatékonyabb lett. Beépített gardróbszekrény biztosítja a kényelmes tárolást. Lokáció és környezet: A lakás kiváló elhelyezkedésű – a környéken minden fontos szolgáltatás megtalálható: Bölcsőde, Óvoda, Általános Iskola, Több nagyobb üzlet is csupán pár percre van: Lidl, Auchan, Spar, Penny Orvosi rendelő, gyógyszertár, valamint edzőterem is található a...",,,https://ingatlan.com/34794998
34780933,"Budapest X. kerület, Kőbánya - Újhegyi lakótelep",,"58,50 M Ft",,49 m2,1 193 877 Ft / m2,2.0,1950 és 1980 között,5,,felújított,távfűtés,,"utca, közterület",D,délnyugat,,maganszemely,"Eladó a X. ker. Tóvirág utcában egy 49nm-es, ERKÉLYES, két szobás, V.emeleti modern és stílusosan teljes körűen felújított lakás,.Ház:Az 1970-es években épült panelház, tíz emeletes, panel programos, jól karbantartott, kiváló lakóközösségű társasház.Lakás:Belépés után az előszobában találjuk magunkat, ahonnan jobbra az ablakos konyha helyezkedik el. Tovább haladva a közlekedőn keresztül érhetjük el a külön WC-t és a külön fürdőszobát is. Az előszobából érhetjük el a tágas, világos nappalit, majd innen juthatunk el a nagyjából 10 nm-es hálószobába is. A hálószobából nyílik a kb 3 nm-es erkélyünk.Finanszírozás:Az ingatlan teljesen tehermentes, így akár banki támogatással is megvásárolható, melyben irodánk teljes körű segítséget tud Önnek nyújtani.Műszaki:A lakás teljes körűen felújításra került, a nyílászáróktól kezdve az össze burkolatig bezárólag.Ide tényleg csak költöznie kell, még egy tisztasági festés sem szükséges, hiszen a felújítás nemrégen lett készen.A közös költség tartalmazza...",,,https://ingatlan.com/34780933
34762906,"Budapest X. kerület, Kővágó utca",,"52,90 M Ft",,49 m2,1 047 524 Ft / m2,2.0,,9,,jó állapotú,távfűtés,3 m2,"utca, közterület - ingyenes",,,nem,maganszemely,"Magánszemélytől eladó, ingatlanosok segítségét köszönöm, nem kérem! Privátban szívesen küldök képeket a lakásról. Eladó lakás zöld környezetben magánszemélytől Budapest X. kerületében, az Újhegyi lakótelepen. Liftes panelház 9. emelete, 2 szobás, 49 nm2-es, 1/1 tulajdonú, azonnal költözhető, per és tehermentes, erkélyes, világos lakás. A lakás a konyha felől keleti, a szobák felől délnyugati fekvésű. A szobák parkra néznek. Élhető, világos terek, külön wc és fürdőszoba, a szobák különállóak. A szobák laminált padlóval, a többi helyiség járólappal burkolt. Korszerű műanyag nyílászárókkal, redőnnyel és szúnyoghálóval felszerelt. A bejárati ajtó 12 ponton záródó biztonsági ajtóra lett cserélve. Mindkét szoba klimatizált. A lakás 2028. december 31-ig hitelesített, rádiófrekvenciás leolvasási rendszerű vízórákkal rendelkezik. Közös költség: 15.000 Ft/hó, amelybe az alábbiak tartoznak bele: lépcsőház takarítása, szemétszállítás, lift üzemeltetése. A ház rendezett, kulturált, barátságos szoms...",,,https://ingatlan.com/34762906
34757770,"Budapest X. kerület, Mádi utca 200.",,"57,90 M Ft",,58 m2,998 275 Ft / m2,,,földszint,,jó állapotú,távfűtés,,"utca, közterület - ingyenes",,,,ingatlaniroda,"Eladó Kőbányán 3 szobás+étkezős+tárolós, jó állapotban lévő földszinti lakás. Az ingatlan kiváló közlekedési kapcsolatokkal rendelkezik: a 85,185 és 68-as buszok. Az Örs Vezér tere mindössze 15-20 perc, Kőbánya-Kispest pedig 10 percre található. Hatalmas ablakoknak köszönhetően világos lakás. A lakáshoz tartozik egy pince is! Kilátás zöld környezetre, családi ház övezetben. Ingyenes parkolás a ház előtt. Rendezett társasház, jó lakóközösség. A környéken minden fontos szolgáltatás könnyen elérhető: bölcsőde, óvoda, általános iskola, gimnázium, gyógyszertár és pékség. Továbbá Penny,Lidl,Jysk,Auchan,Deichmann, Rossmann. A környék dinamikusan fejlődik, és barátságos légkört kínál kutyás tulajdonosnak is. Az ingatlan rugalmas időpontban megtekinthető hétköznap is, előre egyeztetett időpontban.",,,https://ingatlan.com/34757770
34754774,"Budapest X. kerület, Tóvirág utca",,"59,60 M Ft",,49 m2,1 180 198 Ft / m2,2.0,1950 és 1980 között,5,,felújított,távfűtés egyedi méréssel,3 m2,"utca, közterület",,délnyugat,,bizonytalan,"Kőbánya-Újhegyi lakótelepen, CSENDES KÖRNYÉKEN, IGÉNYESEN FELÚJÍTOTT PANELLAKÁS PANELPROGRAM KERETÉBEN KORSZERŰSÍTETT TÁRSASHÁZBAN ELADÓ ! Eladó egy 49 m² alapterületű, erkélyes napfényes, 5. emeleti, 2 szobás, összkomfortos lakás a Tóvirág utcában. A lakás keleti és nyugati tájolásának köszönhetően egész nap világos, az egyik oldalon gyönyörű napfelkeltére, a másikon kellemes délutáni fényekre lehet számítani. Praktikus elrendezés: két külön nyíló szoba, külön fürdőszoba és WC. A felújítás 2025 februárban történt. A lakás hang- és hőszigetelt nyílászárókkal, illetve kedvező fűtési költségekkel rendelkezik. A házban lift működik. A környék ideális családoknak és nyugalmat keresőknek: sok zöldfelület, játszóterek, ingyenes parkolás a ház körül, és pár perc sétára található az Újhegyi sétány üzletekkel (Spar, pékség, posta stb.). Több óvoda és iskola, a Bánya-tó park, valamint az Újhegyi Uszoda és Strandfürdő pedig tökéletes kikapcsolódási lehetőséget kínálnak. Tömegközlekedés kiváló. A ...",,,https://ingatlan.com/34754774
34727801,"Budapest X. kerület, Agyagfejtő utca",,"59,50 M Ft",,68 m2,850 000 Ft / m2,3.0,1950 és 1980 között,6,,felújítandó,távfűtés,4 m2,"utca, közterület - ingyenes",,,nem,bizonytalan,"Eladó 3 szobás lakás az Újhegyi lakótelepen! Budapest 10. kerületében, az Újhegyi lakótelepen eladásra kínálunk egy 68 nm, háromszobás, felújítandó állapotú lakást a 6. emeleten. A lakáshoz egy 4 nm erkély is tartozik, ahonnan kellemes kilátás nyílik a környékre. A fűtést távfűtés biztosítja, a lakás elrendezése kiváló, mindhárom szoba külön nyílik, így ideális akár családok számára is. A társasház rendezett, liftes, jó lakóközösséggel. A környék csendes, mégis kiváló infrastruktúrával rendelkezik: boltok, iskola, óvoda, parkok és tömegközlekedés is a közelben található. További információért és megtekintésért kérem, vegye fel velem a kapcsolatot!",,,https://ingatlan.com/34727801
34726416,"Budapest X. kerület, Agyagfejtő utca 12.",,"59,80 M Ft",,50 m2,1 172 549 Ft / m2,2.0,,2,,felújított,távfűtés,2 m2,"utca, közterület - ingyenes",,,,maganszemely,"Budapest X. kerület Agyagfejtő utcában (liftes panel társasházban) teljeskörűen felújított 49 m2-es, 2 szobás, erkélyes II. emeleti KLÍMÁS lakás eladó. Az ingatlanban a felújítás 3 hónapja történt, azóta még senki sem lakott benne. Családi okok miatt kerül értékesítésre. A felújítás során az alábbi munkálatok lettek elvégezve: - Teljeskörű villamos felújítás (vezetékek kicserélve, új biztosítéktábla, új kapcsolók, új dugaljak) - Komplett Vízvezeték csere - Új beltéri ajtók - Műanyag nyílászárók (szúnyoghálóval és redőnnyel) - Új burkolatok (laminált és járólap) - Fürdőszoba teljesen felújított (új kád, épített mosdópult) - WC teljesen felújított (új WC kagyló) - Új konyhabútor Egyéb jellemzők: - A lakás tájolásának köszönhetően egész nap világos. - A szobák (20 m2, ill. 12 m2) egybe és külön nyílóként is használhatóak. - Az erkély csempével borított, és be van építve (de nyitható). - A szinten 4 lakás található, ebből 2-2 külön zárható erkélyen keresztül közelíthető meg. - Az ingatlan ...",,,https://ingatlan.com/34726416
34706185,"Budapest X. kerület, Hang utca 6.",,"63,90 M Ft",,68 m2,926 086 Ft / m2,,,3,,jó állapotú,,2 m2,"utca, közterület - ingyenes",,dél,,bizonytalan,"Eladó egy két hálo szobás, nappalis lakás Budapest 10. kerületében, cím: 1108 Hang Utca 6. szám, harmadik emelet ,van lift , 68 négyzetméteres A lakás bútorozott és gépesített, Tágas, világos nappali. A környék rendkívül szép, a közlekedési és életkörülmények nagyon kényelmesek. A közvetlen közelben található szupermarket, iskola, családorvos és egyéb napi szükségletek kielégítésére alkalmas létesítmények. Emellett a környék zöldövezeti, csendes életkörnyezetet biztosít, így ideális hely a pihenésre egy nyüzsgő város közepén. A közlekedés is rendkívül kényelmes, hiszen a környéken több buszjárat is elérhető, mint a 68, 68B, 85, 85E, 117, 268. Emellett a lakás csupán pár lépésre található a Galaktikus Piacról, ahol vásárlás és szórakozás is rendkívül kényelmes. A lakás ára 63,9 millió forint, amely kiváló ár-érték arányt képvisel, és ideális választás mind lakhatásra, mind befektetésre.",,,https://ingatlan.com/34706185
34699156,"Budapest X. kerület, Hang utca",,"63,90 M Ft",,68 m2,919 424 Ft / m2,3.0,1981 és 2000 között,3,,jó állapotú,távfűtés,3 m2,"utca, közterület - ingyenes",,,,bizonytalan,"adó egy kétszobás, nappalis lakás Budapest 10. kerületében, cím: 1108 Hang Utca 6. szám, harmadik emelet ,van lift , 68 négyzetméteres A lakás bútorozott és gépesített, Tágas, világos nappali. A környék rendkívül szép, a közlekedési és életkörülmények nagyon kényelmesek. A közvetlen közelben található szupermarket, iskola, családorvos és egyéb napi szükségletek kielégítésére alkalmas létesítmények. Emellett a környék zöldövezeti, csendes életkörnyezetet biztosít, így ideális hely a pihenésre egy nyüzsgő város közepén. A közlekedés is rendkívül kényelmes, hiszen a környéken több buszjárat is elérhető, mint a 68, 68B, 85, 85E, 117, 268. Emellett a lakás csupán pár lépésre található a Galaktikus Piacról, ahol vásárlás és szórakozás is rendkívül kényelmes. A lakás ára 63,9 millió forint, amely kiváló ár-érték arányt képvisel, és ideális választás mind lakhatásra, mind befektetésre.",,,https://ingatlan.com/34699156
34695040,"Budapest X. kerület, Kőbánya - Újhegyi lakótelep",,"69,90 M Ft",,68 m2,1 013 043 Ft / m2,3.0,1950 és 1980 között,10,,jó állapotú,távfűtés egyedi méréssel,2 m2,"utca, közterület - ingyenes",,délnyugat,nem,bizonytalan,"Kiváló állapotú nagy lakás eladó az Újhegyin Eladó a X. kerületben a kedvelt Újhegyi lakótelepen egy 68 nm-es 3 szobás, erkélyes nagylakás. A lakóház és a környezete is rendezett, az épületek között zöld parkok találhatók. A lakás jó elosztású, ablakai két irányba néznek, így minden napszakban éri fény. Konyhája nagy ablakos, a szobák kényelmes méretűek, jól berendezhetők. Az egyik szoba erkélyes. A nyílászárók cserélve lettek korszerű műanyag ablakokra, a fürdőszoba és a konyha is felújításra került. A szobákban laminált padló lett lerakva. Az ingatlan üres, tehermentes, rövid időn belül birtokba vehető. Közelben minden gyalogosan is elérhető, Bajcsy Kórház, rendelő, piac, Interspar, Auchan és egyéb bevásárlási lehetőségek. Buszjáratok közvetlenül Kőbánya-Kispest vonat- és metrómegállóhoz mennek, Örs vezér tere is könnyen elérhető.",,,https://ingatlan.com/34695040
